	id	model_type	name	readonly	readwrite	requirement
1999	MG_226_DIMER	ProteinComplex	amino acid transporter	x	-	-
2000	MG_225_DIMER	ProteinComplex	amino acid transporter	x	-	-
2001	MG_225_DIMER	ProteinComplex	amino acid transporter	x	-	-
2002	MG_225_DIMER	ProteinComplex	amino acid transporter	x	-	-
2003	MG_179_180_181_TETRAMER	ProteinComplex	metal ion (cobalt) ABC transporter	x	-	-
2004	MG_302_303_304_TETRAMER	ProteinComplex	metal ion (cobalt) ABC transporter	x	-	-
2005	MG_316_DIMER	ProteinComplex	DNA internalization-related competence protein ComEC/Rec2	x	-	-
2006	MG_316_DIMER	ProteinComplex	DNA internalization-related competence protein ComEC/Rec2	x	-	-
2007	MG_316_DIMER	ProteinComplex	DNA internalization-related competence protein ComEC/Rec2	x	-	-
2008	MG_316_DIMER	ProteinComplex	DNA internalization-related competence protein ComEC/Rec2	x	-	-
2009	MG_041_062_429_PENTAMER	ProteinComplex	PTS system, fructose-specific	x	-	-
2010	MG_186_187_188_189_PENTAMER	ProteinComplex	Oligosaccharide or polyol ABC transporter	x	-	-
2011	MG_186_187_188_189_PENTAMER	ProteinComplex	Oligosaccharide or polyol ABC transporter	x	-	-
2012	MG_041_069_429_PENTAMER	ProteinComplex	PTS system, glucose-specific	x	-	-
2013	MG_033_TETRAMER	ProteinComplex	glycerol uptake facilitator	x	-	-
2014	MG_014_015_DIMER	ProteinComplex	multidrug ABC transporter	x	-	-
2015	MG_071_MONOMER	ProteinMonomer	ATPase, P-type (transporting), HAD superfamily, subfamily IC	x	-	-
2016	MG_071_MONOMER	ProteinMonomer	ATPase, P-type (transporting), HAD superfamily, subfamily IC	x	-	-
2017	MG_071_MONOMER	ProteinMonomer	ATPase, P-type (transporting), HAD superfamily, subfamily IC	x	-	-
2018	MG_071_MONOMER	ProteinMonomer	ATPase, P-type (transporting), HAD superfamily, subfamily IC	x	-	-
2019	MG_071_MONOMER	ProteinMonomer	ATPase, P-type (transporting), HAD superfamily, subfamily IC	x	-	-
2020	MG_071_MONOMER	ProteinMonomer	ATPase, P-type (transporting), HAD superfamily, subfamily IC	x	-	-
2021	MG_071_MONOMER	ProteinMonomer	ATPase, P-type (transporting), HAD superfamily, subfamily IC	x	-	-
2022	MG_071_MONOMER	ProteinMonomer	ATPase, P-type (transporting), HAD superfamily, subfamily IC	x	-	-
2023	MG_322_323_TETRAMER	ProteinComplex	potassium uptake protein, TrkH family, putative	x	-	-
2024	MG_447_MONOMER	ProteinMonomer	multidrug efflux pump	x	-	-
2025	MG_447_MONOMER	ProteinMonomer	multidrug efflux pump	x	-	-
2026	MG_447_MONOMER	ProteinMonomer	multidrug efflux pump	x	-	-
2027	MG_447_MONOMER	ProteinMonomer	multidrug efflux pump	x	-	-
2028	MG_447_MONOMER	ProteinMonomer	multidrug efflux pump	x	-	-
2029	MG_447_MONOMER	ProteinMonomer	multidrug efflux pump	x	-	-
2030	MG_447_MONOMER	ProteinMonomer	multidrug efflux pump	x	-	-
2031	MG_447_MONOMER	ProteinMonomer	multidrug efflux pump	x	-	-
2032	MG_447_MONOMER	ProteinMonomer	multidrug efflux pump	x	-	-
2033	MG_447_MONOMER	ProteinMonomer	multidrug efflux pump	x	-	-
2034	MG_447_MONOMER	ProteinMonomer	multidrug efflux pump	x	-	-
2035	MG_447_MONOMER	ProteinMonomer	multidrug efflux pump	x	-	-
2036	MG_447_MONOMER	ProteinMonomer	multidrug efflux pump	x	-	-
2037	MG_447_MONOMER	ProteinMonomer	multidrug efflux pump	x	-	-
2038	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2039	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2040	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2041	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2042	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2043	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2044	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2045	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2046	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2047	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2048	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2049	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2050	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2051	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2052	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2053	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2054	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2055	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2056	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2057	MG_077_078_079_080_321_PENTAMER	ProteinComplex	oligopeptide ABC transporter	x	-	-
2058	MG_289_290_291_PENTAMER	ProteinComplex	phosphonate ABC transporter	x	-	-
2059	MG_410_411_412_PENTAMER	ProteinComplex	phosphate ABC transporter	x	-	-
2060	MG_040_119_120_121_PENTAMER	ProteinComplex	Monosaccharide (riboside/galactoside) ABC transporter	x	-	-
2061	MG_467_468_526_TETRAMER	ProteinComplex	salivaricin A ABC transporter	x	-	-
2062	MG_042_043_044_045_PENTAMER	ProteinComplex	spermidine/putrescine (polyamine) ABC transporter	x	-	-
2063	MG_042_043_044_045_PENTAMER	ProteinComplex	spermidine/putrescine (polyamine) ABC transporter	x	-	-
2064	MG_390_DIMER	ProteinComplex	toxin ABC transporter, ATP-binding/permease protein	x	-	-
2065	MG_322_323_TETRAMER	ProteinComplex	potassium uptake protein, TrkH family, putative	x	-	-
2066	MG_061_MONOMER	ProteinMonomer	Mycoplasma MFS transporter	x	-	-
2067	MG_061_MONOMER	ProteinMonomer	Mycoplasma MFS transporter	x	-	-
2068	MG_061_MONOMER	ProteinMonomer	Mycoplasma MFS transporter	x	-	-
2069	MG_382_TETRAMER	ProteinComplex	uridine kinase	x	-	-
2070	MG_382_TETRAMER	ProteinComplex	uridine kinase	x	-	-
2071	MG_030_TRIMER	ProteinComplex	uracil phosphoribosyltransferase	x	-	-
2072	MG_265_DIMER	ProteinComplex	sugar phosphatase	x	-	-
2073	MG_265_DIMER	ProteinComplex	sugar phosphatase	x	-	-
2074	MG_265_DIMER	ProteinComplex	sugar phosphatase	x	-	-
2075	MG_265_DIMER	ProteinComplex	sugar phosphatase	x	-	-
2076	MG_265_DIMER	ProteinComplex	sugar phosphatase	x	-	-
2077	MG_265_DIMER	ProteinComplex	sugar phosphatase	x	-	-
2078	MG_265_DIMER	ProteinComplex	sugar phosphatase	x	-	-
2079	MG_265_DIMER	ProteinComplex	sugar phosphatase	x	-	-
